speciesid | content
200003039 | Thickets, forests, valleys, by rivers, hillsides; below 100-2200 m. Anhui, Fujian, Gansu (Wenxian), Guangdong, Guangxi, Guizhou, Hainan, Hubei, Hunan, Jiangsu, Jiangxi, Shanxi, Sichuan, Taiwan, Yunnan, Zhejiang [India, Indonesia, Japan, Malaysia, Nepal, Singapore, Sri Lanka, Thailand, Vietnam; Australia].
200003039 | Dicranopteris pedata cannot be distinguished from D. linearis with any clear discriminative characters. The Japanese form is easily included in the range of variable forms of so-called D. linearis, and no infraspecific taxa are recognized under that variable species in the present treatment.
200003039 | Dicranopteris linearis is widely distributed in tropical areas of S Asia and is sometimes an invasive weed. It is very variable, and Holttum (Fl. Males., Ser. 2, 1: 33-36. 1959) recognized thirteen varieties, four of which have been reported in Taiwan: D. linearis var. linearis, D. linearis var. montana (here treated under D. taiwanensis), D. linearis var. subpectinata, and D. linearis var. tetraphylla. These were separated by the presence or absence of hairs on the pinnules, rachis dichotomies equal or unequal, presence or absence of lateral pinnae subtending the ultimate pinnae, and dimensions of the pinnae (Fl. Taiwan, ed. 2, 1: 92-94. 1994); however, we believe that these vary too continuously to justify the recognition of distinct taxa.
200003039 | The status of Gleichenia linearis var. longicauda Christ (Bull. Herb. Boissier 7: 19. 1899), described from Yunnan, is uncertain.
200003040 | 大羽芒萁 da yu mang qi 
200003040 | Gleichenia splendida Handel-Mazzetti, Anz. Akad. Wiss. Wien, Math.-Naturwiss. Kl. 61: 81. 1924.
200003040 | Plants 0.7-1 m tall. Rhizomes creeping, ca. 2 mm in diam., covered with brown hairs. Stipe brown, cylindrical, 20-30 cm, ca. 2 mm wide, glabrous; rachis 1(or 2) times dichotomously branched (apical buds degenerate); apical bud ovate, covered with dense brown hairs; bracts ovate, margin crenate; rachis without lateral pinnae at dichotomy; ultimate pinnae oblong-lanceolate, 15-25 × 5-7 cm, apex attenuate; lobes 35-50 on each side, lanceolate, 30-40 × 6-8 mm, margin entire, apex obtuse or emarginate; lamina papery, glaucous abaxially, dark green adaxially, glabrous; costae prominent on both surfaces; veins 4 or 5 in each group. Sori in 1 line on each side of costule; sporangia 12-18.
200003040 | Forests, forest margins; 2000-2800 m. NW Yunnan (Qiujiang) [Myanmar].
200003040 | Images of Dicranopteris splendida from Thailand (http://rbg-web2.rbge.org.uk/thaiferns/factsheets/index.php?q=Dicranopteris_splendida.xml; accessed 4 Jul 2012) do not match this species.
200003041 | 台湾芒萁 tai wan mang qi 
200003041 | Dicranopteris linearis (N. L. Burman) Underwood var. montana Holttum.
200003041 | Plants ca. 1 m tall. Rhizomes not seen. Stipe dark brown, ca. 35 cm, ca. 3 mm wide, glabrous; rachis 2 or more times dichotomously branched; apical buds ovate, small, covered with brown hairs, subtending bracts small and fugacious, so buds often apparently ebracteate; rachis with a pair of lateral pinnae at each dichotomy; first pair of lateral pinnae obliquely spreading, broadly lanceolate, 7-9 × 3-4 cm, base and apex attenuate; second pair smaller, ca. 4 × 1.5 cm; ultimate pinnae lanceolate or oblong-lanceolate, 15-25 × 4-7 cm, base attenuate, apex acuminate, subtended by lateral pinnae; lobes 25-40 on each side, lanceolate or linear-lanceolate, 3-3.5 × 0.4-0.6 cm, margin entire, apex obtuse or emarginate; lamina papery, glaucous abaxially, green adaxially, glabrous; costae prominent abaxially; veins 4 or 5 in each group. Sori in 1 line on each side of costule; sporangia 6-8.
200003041 | Broad-leaved forests, forest margins; 1000-1700 m. Taiwan [India, Indonesia, Malaysia, Sri Lanka].
200003041 | Dicranopteris taiwanensis was reported as the only species in Dicranopteris that has apical buds covered only by hairs, not by bracts. Further field studies (Ralf Knapp, pers. comm.) have shown that there are bracts though these are small and fugacious. This removes the main distinction from D. linearis var. montana and extends the distribution outside Taiwan.
242318419 | 阔片里白 kuo pian li bai 
242318419 | Gleichenia blotiana C. Christensen, Bull. Mus. Natl. Hist. Nat., sér. 2, 6: 103. 1934; Dicranopteris blotiana (C. Christensen) Tagawa; Hicriopteris blotiana (C. Christensen) Ching; H. tamdaoensis Ching & P. S. Chiu.
242318419 | Plants 2-3 m tall. Fronds 2-pinnate; pinna rachises stramineous, 2-4 mm wide; pinnae 2-pinnatifid, 60-140 × 20-30 cm; pinnules many, alternate, deeply pectinately pinnatifid, lanceolate or narrowly lanceolate, 10-25 × 2-4 cm, base attenuate and with a 3-4 mm stipe, apex acuminate; lobes 20-40 pairs, linear-lanceolate to broadly lanceolate, 12-22 × 3-4 mm, apex emarginate; lamina thickly papery, glabrous adaxially, costae, costules, and veins abaxially with sparse brown stellate hairs; costae flat adaxially; veins prominent or slightly prominent on both surfaces. Sori brown, with 4 or 5 sporangia.
242318419 | 600-1400 m (in Taiwan). S Guangdong (Yangshan), S Guangxi, Hainan, C Taiwan, SE Yunnan (Pingbian) [Cambodia, Laos, Vietnam].
200003043 | 广东里白 guang dong li bai 
200003043 | Gleichenia cantonensis Ching, Lingnan Sci. J. 15: 391. 1936; Dicranopteris cantonensis (Ching) Ching; Hicriopteris cantonensis (Ching) Ching.
200003043 | Plants ca. 3 m tall. Rhizomes creeping. Fronds 2-pinnate; pinnae opposite, oblong, 40-70 × 30-40 cm; pinnules alternate or subopposite, 30-40 on each side, deeply pinnatisect, linear-lanceolate, 25-30 × 3-4 cm, base broadly cuneate, apex long acuminate; lobes alternate, 60-70 on each side, obliquely spreading, linear, 15-20 × ca. 2 mm, apex obtuse; lamina thickly papery, glaucous abaxially, glabrous; costae flat adaxially; veins obscure on both surfaces. Sori with 2-4 sporangia.
200003043 | ● Guangdong (Huangpu, Shenzhen, Xinyi), Hainan, S Jiangxi (Longnan).
200003044 | 中华里白 zhong hua li bai 
200003044 | Gleichenia chinensis Rosenstock, Repert. Spec. Nov. Regni Veg. 13: 120. 1913; Dicranopteris chinensis (Rosenstock) Tagawa; Hicriopteris chinensis (Rosenstock) Ching.
200003044 | Plants ca. 3 m tall. Rhizomes long creeping, ca. 5 mm in diam., densely covered with brown scales. Fronds 2-pinnate; stipe dark brown, 5-6 mm wide, with dense rufous scales, glabrescent, pinna rachises stramineous, 2-4 mm wide; pinnae 2-pinnatifid, oblong, 80-120 × 20-30 cm; pinnules many, alternate, deeply pectinately pinnatifid, lanceolate, 12-18 × 2.5-3 cm, base sessile, apex acuminate; lobes alternate, 40-60 pairs, narrowly lanceolate to lanceolate, 10-15 × 2.5-3.5 mm, apex obtuse or sometimes emarginate; lamina papery, costae, costules, and veins with dense brown stellate hairs abaxially; costae plane adaxially; veins prominent on both surfaces. Sori with 3 or 4 sporangia.
200003044 | Dense forests, near forests or valleys; 100-2800 m. Chongqing, Fujian, Guangdong, Guangxi, Guizhou, Hunan, Jiangxi, Sichuan, Taiwan, Xizang (Zayü), Yunnan, Zhejiang [N Vietnam].
200003044 | Two collections (Qinghai-Tibet Exped. 73-805), which have pinna costae with sparse brown scales, were provisionally labeled as "Diplopterygium tsayuensis Ching & S. K. Wu." Here they are regarded as an ecotype of D. chinense.
242318422 | 大里白 da li bai 
242318422 | Gleichenia gigantea Wallich ex Hooker & Bauer, Gen. Fil. t. 39. 1840; Diplopterygium criticum (Ching & P. S. Chiu) Ching ex X. C. Zhang; D. simulans (Ching) Ching ex X. C. Zhang; D. yunnanense (Ching) Ching ex X. C. Zhang; Hicriopteris critica Ching & P. S. Chiu; H. gigantea (Wallich ex Hooker & Bauer) Ching; H. glaucoides Ching; H. omeiensis Ching & P. S. Chiu; H. reflexa Ching & P. S. Chiu; H. simulans Ching; H. yunnanensis Ching.
242318422 | Plants 2-3 m tall. Rhizomes creeping, cylindrical, ca. 4 mm in diam., covered with rufous lanceolate scales. Fronds 2-pinnate; pinnae opposite, oblong, 90-120 × 27-40 cm, base slightly attenuate, apex acuminate; pinnules many, alternate or subopposite, pinnatifid, linear-lanceolate to lanceolate, 12-21 × 1.5-3.5 cm, base slightly attenuate, apex acuminate; lobes alternate, 30-50(-70) on each side, horizontally spreading, narrowly lanceolate to lanceolate, rarely linear, 10-15(-20) × 2.5-3.5 mm, apex obtuse; lamina papery, glaucous or gray-green abaxially, glabrous, costae and veins with sparse stellate hairs; costae plane or depressed adaxially; veins prominent on both surfaces. Sori with 3-5 sporangia.
242318422 | Forest margins, mountain slopes, wet places; 800-2800 m. Hainan (Anding), Hubei (Lichuan), Sichuan (Emei Shan), Xizang (Zayü), Yunnan [Bhutan, India, Myanmar, Nepal].
200003048 | 里白 li bai 
200003048 | Polypodium glaucum Thunberg ex Houttuyn, Nat. Hist. 14: 177. 1783; Dicranopteris glauca (Thunberg ex Houttuyn) Underwood; Gleichenia glauca (Thunberg ex Houttuyn) Hooker (1844), not Swartz (1806); G. japonica Sprengel; Hicriopteris glauca (Thunberg ex Houttuyn) Ching; H. remota Ching.
200003048 | Plants ca. 1.5 m tall. Rhizomes creeping, ca. 3 mm in diam., covered with brown scales. Fronds 2-pinnate; pinnae opposite, oblong, 60-90 × 18-28 cm, base slightly attenuate, apex acuminate; pinnules alternate or subopposite, 25-35 on each side, pinnatifid, linear-lanceolate to narrowly lanceolate, 11-16 × 1.2-2.4 cm, base truncate, apex acuminate; lobes alternate, 20-35 on each side, horizontally spreading, lanceolate, 7-12 × 2-3 mm, rarely lowest pairs reflexed to rachises, apex obtuse; lamina glaucous abaxially, green adaxially, papery, glabrous, costae and costules with sparse stellate hairs, glabrescent; costae flat adaxially; veins prominent on both surfaces. Sori with 3 or 4 sporangia.
200003048 | Thickets, mountain slopes, forests, forest margins; 300-2300 m. Anhui, Fujian, Guangdong, Guangxi, Guizhou, Hubei, Hunan, Jiangsu, Jiangxi, Sichuan, Taiwan, Yunnan, Zhejiang [India, Japan].
250098261 | 参差里白 cen ci li bai 
250098261 | Plants 1-1.8 m tall. Fronds 3-pinnate; primary pinnae opposite, oblong, 60-100 × 50-70 cm; secondary pinnae alternate, 30-40 on each side, pinnatisect, narrowly oblong, 10-40 × 1.5-15 cm, base attenuate, apex caudate-acuminate; ultimate pinnules irregularly entire, pinnatifid, or pinnatisect, linear or narrowly lanceolate, 10-65 × 2-3 cm; lobes alternate, 20-35 on each side, obliquely spreading, lanceolate, 2-7 × ca. 1 mm; lamina thinly leathery, greenish gray abaxially, glabrous; costae flat adaxially; veins prominent on both surfaces. Sori with 2-4 sporangia.
250098261 | ● Margins of evergreen broad-leaved forests; ca. 1600 m. S Yunnan (Xichou).
250098261 | Diplopterygium irregulare is a distinctive species, which is close to D. laevissimum but differs by having tripinnate fronds with irregular pinnules.
200003049 | 光里白 guang li bai 
200003049 | Gleichenia laevissima Christ, Bull. Acad. Int. Géogr. Bot. 11: 268. 1902; Dicranopteris laevissima (Christ) Nakai; G. kiusiana Makino; Hicriopteris laevissima (Christ) Ching; Mertensia laevissima (Christ) Nakai.
200003049 | Plants 1-1.5 m tall. Rhizomes creeping, dark brown, cylindric, covered with brown scales. Fronds 2-pinnate; pinnae opposite, ovate-oblong, 30-50 × 20-26 cm; pinnules alternate, 20-30 on each side, pinnatisect, narrowly lanceolate, 12-18 × 1.5-2.5 cm, base attenuate, apex caudate-acuminate; lobes alternate, 25-40 on each side, obliquely spreading, lanceolate, 7-13 × ca. 2 mm, apex acute; lamina thinly leathery, greenish gray abaxially, glabrous; costae flat adaxially; veins prominent on both surfaces. Sori orbicular, exindusiate, with 4 or 5 sporangia.
200003049 | Forests, mountain slopes, forest margins; 500-2500 m. Anhui, Fujian, Guangxi, Guizhou, Hainan, Hubei, Hunan, Jiangxi, Sichuan, Taiwan, Yunnan, Zhejiang [Japan, Philippines, Vietnam].
200003050 | 绿里白 lü li bai 
200003050 | Hicriopteris maxima Ching, Fl. Reipubl. Popularis Sin. 2: 348. 1959.
200003050 | Plants ca. 3 m tall. Fronds 2-pinnate; stipe brown, ca. 1 m × 5-7 mm; pinnae elliptic, 90-100 × 45-50 cm, base slightly attenuate, apex acuminate; pinnules many, plane, alternate or subopposite, deeply pinnatifid, narrowly lanceolate, 20-25 × 2.5-4 cm, apex long acuminate; lobes alternate, 50-70 on each side, horizontally spreading, linear or lanceolate, 15-20 × 3-3.5 mm, apex obtuse or sometimes emarginate; lamina submembranous, costae and veins abaxially with sparse stellate hairs; costae depressed adaxially; veins prominent on both surfaces. Sori with 3 sporangia.
200003050 | ● Under rocky cliffs; 1200-1400 m. Sichuan (Emei Shan).
200003055 | 厚毛里白 hou mao li bai 
200003055 | Hicriopteris rufa Ching, Fl. Reipubl. Popularis Sin. 2: 347. 1959; Diplopterygium rufopilosum (Ching & P. S. Chiu) Ching ex X. C. Zhang; H. rufopilosa Ching & P. S. Chiu.
200003055 | Plants 0.5-2 m tall. Fronds 2-pinnate; pinna rachises with dense rufous stellate hairs and ciliate scales; pinnae 2-pinnatifid, oblong, 30-40 × 14-17 cm, base attenuate, sessile, apex acuminate; pinnules 30-35 on each side, alternate, deeply pectinately pinnatifid to costa, narrowly lanceolate, ca. 10 × 1-1.3 cm, apex acuminate; lobes alternate, 20-35 on each side, broadly lanceolate, 5-6 × 2-2.2 mm, apex obtuse; lamina thinly leathery, costae, costules, and veins with dense rufous stellate hairs abaxially; costae depressed adaxially; veins obscure or slightly prominent abaxially. Sori covered with rufous hairs, obscure or slightly prominent abaxially; sporangia 3 or 4.
200003055 | ● Thickets, mountaintops; 2000-2400 m. Yunnan.
250098262 | 假芒萁 jia mang qi 
250098262 | Mertensia truncata Willdenow, Kongl. Vetensk. Acad. Nya Handl. 25: 169. 1804; Gleichenia laevigata (Willdenow) Hooker; G. truncata (Willdenow) Sprengel; M. laevigata Willdenow; Sticherus laevigatus (Willdenow) C. Presl.
250098262 | Plants 1-2 m tall. Rhizomes long creeping, covered with peltate scales. Stipe sprawling or scandent, 0.8-1.6 m; lamina several times dichotomously branched, all but basal axes pinnulelike with 2 rows of lobes; apical buds covered with brown ciliate scales and 2-pinnate bracts; ultimate pinnae deeply pectinately pinnatifid, broadly lanceolate, 12-18 × 2.5-5 cm; lobes horizontally spreading, opposite, 10-30 × 2-3 mm, base expanded, margin entire, apex obtuse or emarginate; lamina papery, with sparse brown stellate hairs and scales when young, glabrescent; costa prominent on both surfaces. Sori with 4 or 5 sporangia.
250098262 | Hainan, SE Yunnan (Hekou, Jinping) [Cambodia, Malaysia, Sri Lanka, Thailand, Vietnam].
250098239 | 窗格长片蕨 chuang ge chang pian jue 
250098239 | Trichomanes clathratum Tagawa, Acta Phytotax. Geobot. 8: 164. 1939; Cephalomanes clathratum (Tagawa) K. Iwatsuki.
250098239 | Rhizome long creeping, densely covered by dark brownish, multicellular hairs. Stipe 1.5-5 cm, terete or very narrowly winged in upper portion, hairy throughout. Lamina tripinnate to quadripinnatifid, oblong, 5-11 × 2-4 cm, apex rounded to acute; rachis winged throughout; middle pinnae larger, subdeltoid to ovate-oblong, up to 2 × 1.5 cm, base cuneate and very shortly stalked, apex rounded; larger pinnules often arranged in cubic form, with up to 12 segments, shortly stalked, ultimate segments entire at margin, apex rounded to acute; laminar cells larger, surface clathrate; internal cell walls thick, coarsely pitted. Sori solitary at apex of basal acroscopic segments of pinnules of upper pinnae; involucres shallowly cup-shaped, ca. 1 mm, with truncate mouth; receptacles long projecting.
250098239 | On tree trunks or forest floor in wet conditions; 1500-1900 m. NC and S Taiwan [Philippines (N Luzon)].
200003077 | 长片蕨 chang pian jue 
200003077 | Cephalomanes cumingii (C. Presl) K. Iwatsuki; Haplodictyum cumingii (C. Presl) Bosch; Trichomanes cumingii (C. Presl) C. Christensen; T. smithii Hooker.
200003077 | Plants 8-12 cm tall. Rhizome ca. 0.5 mm in diam., hairs on rhizome reddish brown, lustrous, with fibrous rootlets. Stipe 2-4 cm, slender, ca. 0.3 mm in diam. Rachis brown, zigzag, glabrous, winged in upper part. Lamina bipinnate, hazel-colored when dry, elliptic, 5-10 × ca. 2 cm, glabrous, base and apex acuminate; pinnae 8-12 pairs, sessile, alternate, ovate, 5-20 × 3-6 mm, base decurrent, upper pinnae adjacent, lower ones 3-6 mm apart, several basal ones reduced to simple or furcate segments; ultimate segments narrowly linear, 5-15 × ca. 0.7 mm, with a single veinlet, entire at margin, apex acuminate. Veins dichotomous, obviously raised on each surface, brown, glabrous. Sori on upper 2/3 part of frond, apical on short acroscopic segments; involucres tubular, ca. 1 mm, winged, with dilated mouth, entire and slightly crisped at margin, lobes not constricted below base of involucre; receptacles brown, 4-5 mm.
200003077 | Mountain forests, growing on Cyathea; 300-1100 m. E and SE Taiwan [Indonesia (Moluccas, Sulawesi), New Guinea, Philippines].
200003077 | Elongate hemitropous internal cells are distinct in Abrodictyum cumingii.
250098240 | 线片长片蕨 xian pian chang pian jue 
250098240 | Plants 8-30 cm tall. Rhizome suberect or creeping, 2-3 mm in diam., densely covered with brown or reddish brown hairs, with several fronds in a tuft. Stipe dark or light brown, columnar, 3-12 cm, ca. 1 mm in diam., stiff, usually with grooves, with sparse multicellular hairs at base, wingless. Lamina tripinnate to quadripinnatifid, triangular-ovate or ovate-lanceolate, 4-14 × 2-6 cm, herbaceous; pinnae 6-14 mm apart, oblong-lanceolate or oblong-ovate, 1-3 cm × 8-12 mm, base cuneate, apex obtuse or acuminate, upper pinnae alternate, basal ones subopposite, sessile or with short stalks, spreading; pinnules oblong to oblong-lanceolate or ovate, 3-4 mm, base decurrent or cuneate, apex acute or rounded. Veins pinnate, brown, obviously raised on each surface. Sori apical on short acroscopic segments; involucres cylindric, narrowly winged, with non-dilated or slightly dilated mouth; receptacles projecting. 2n = 66.
250098240 | On wet rocks, near streams in dense forests. Guangdong, Guangxi, Hainan, Taiwan, Yunnan [S India, Indonesia (Borneo), Japan, Malaysia, New Guinea, Philippines, Sri Lanka, Thailand, Vietnam].
250098240 |                                   1
  Rhizome suberect; stipe dark brown, 3-12 cm; lamina 6-14 cm, tripinnate to quadripinnatifid; pinnae 2-3 cm; pinnules acute at apex.
   
  3a var. obscurum
+
  Rhizome creeping; stipe light brown, 4-6 cm; lamina 4-6 cm, tripinnatifid; pinnae 1-2 cm; pinnules rounded at apex.
   
  3b var. siamense
250098240 |                           
Lower TaxaAbrodictyum obscurum var. obscurum  Abrodictyum obscurum var. siamense  (Christ) K. Iwatsuki
250098240 | Lower Taxa
200003078 | 毛杆蕨 mao gan jue 
200003078 | Trichomanes apiifolium C. Presl, Hymenophyllaceae, 16, 44. 1843; Cephalomanes apiifolium (C. Presl) K. Iwatsuki.
200003078 | Plants 30-40 cm tall. Rhizome densely covered with multicellular long reddish brown hairs at apex, with dense wirelike roots at base. Stipe dark brown, 8-13 cm × ca. 1.5 mm, with dense multicellular long hairs, hairs caducous. Rachis dark brown, slightly zigzag, covered with reddish brown multicellular long hairs, narrowly winged in upper part. Lamina ovate-lanceolate, 20-30 × 8-10 cm, apex acuminate; pinnae ca. 15 pairs, closely spaced or slightly imbricate to neighboring ones, alternate, shortly stalked, spreading, oblong-lanceolate, 3-5 × 1-2 cm, base unequally cuneate, apex obtuse, lower pinnae usually slightly shortened; pinnules 5-8 pairs, often 1-2 mm apart, alternate, subsessile, ovate, oblique, 8-10 × 4-6 mm, base unequally cuneate, apex obtuse; ultimate segments on axis at angles of 10º-20º, closely spaced, 3-5 × 0.5-0.7 mm, with a single veinlet, margin entire, apex rounded. Veins dichotomous, dark brown, stout, obviously raised on each surface, glabrous. Sori on upper parts of frond; involucres obconic, ca. 1 × 0.6 mm, wingless, lobes sharply constricted below base of involucre, not or slightly dilated at mouth; receptacles brown. 2n = 72.
200003078 | Usually near streams in dense forests, mountain forests; low elevations to 1500 m. Hainan, Taiwan [Japan (Ryukyu Islands), Malesia, Thailand, Vietnam; Pacific islands (Melanesia, Micronesia, Polynesia)].
200003079 | 爪哇厚叶蕨 zhao wa hou ye jue 
200003079 | Trichomanes javanicum Blume, Enum. Pl. Javae 2: 224. 1828; Cephalomanes javanicum var. sumatranum (Alderwerelt) K. Iwatsuki; C. laciniatum (Roxburgh) De Vol; C. rhomboideum Bosch; C. sumatranum (Alderwerelt) Copeland; C. zollingeii Bosch; T. laciniatum Roxburgh; T. sumatranum Alderwerelt.
200003079 | Plants 10-18 cm tall. Rhizome densely covered with dark brownish multicellular hairs at apex. Stipe dark brown, 2-5 cm × ca. 1 mm, with sparse spreading multicellular hairs. Rachis brown, narrowly winged at apex, with sparse reddish brown multicellular hairs. Lamina 1-pinnate, linear-lanceolate, 8-15 × 1.5-2 cm, papery, glabrous; pinnae 15-20 pairs, closely spaced or imbricate to neighboring ones, rhomboid, 1.5-2.5 cm × 5-8 mm, smaller upward, decurrent on rachis, alternate, subsessile, base cuneate, margin lacerate, apex rounded to obtuse. Veins obviously raised on each surface, light brown, each tooth containing a single veinlet. Sori on acroscopic to distal side of pinnae, rarely basiscopic distal portion; involucres tubular, ca. 2 mm, narrowly winged, mouth truncate or slightly wavy; receptacles projecting, brown, ca. 5 mm, slightly bent. 2n = 64.
200003079 | On rocks or near streams in forests, shaded and very wet habitats; 200-800 m. Hainan, E and S Taiwan [India, Indonesia, Japan (Ryukyu Islands), Malaysia, Myanmar, New Guinea, Thailand, Vietnam].
200003083 | 南洋假脉蕨 nan yang jia mai jue 
200003083 | Trichomanes bipunctatum Poiret in Lamarck, Encycl. 8: 69. 1808; Crepidomanes bilabiatum (Nees & Blume) Copeland; C. dilatatum Ching & Chu H. Wang; C. liboense P. S. Wang; Didymoglossum bipunctatum E. Fournier; T. bilabiatum Nees & Blume.
200003083 | Plants up to 10 cm tall. Rhizome creeping, wiry or filiform, 0.2-0.5 mm in diam., irregularly branching, densely covered with reddish brown or dark brown short hairs. Stipes remote, 0.5-4 cm apart, 1-3 cm × 0.6-0.8 mm, narrowly winged throughout or up to middle, wings ciliate. Rachis and costae winged throughout, glabrous or abaxial surface with club-shaped hairs. Lamina 2- or 3-pinnate, oblong or narrowly to broadly ovate, 1.5-7 × 1-3 cm; pinnae 4-6 pairs, closely spaced, alternate, subsessile, ovate to oblong, 1-1.5 × 0.5-1 cm; pinnules 3 or 4 pairs, closely spaced, alternate, sessile, obovate to broadly cuneate, base unequally cuneate, apex subtruncate; ultimate segments closely spaced, narrowly linear, 2-5 × 0.6-0.8 mm, margin entire or slightly crisped, apex obtuse or acute. Veins dichotomous, stout, slightly raised on each surface, glabrous; submarginal false veinlets continuous, other striae few, 1 or 2 rows of cells present between false veinlets and margin of lamina. Sori apical on short acroscopic segments, 1-4 per pinna; involucres narrowly elliptic, ca. 2 × 0.8-1 mm, winged, mouth bilabiate, lips triangular; receptacles projecting, dark brown, 2-3 mm. 2n = 72.
200003083 | On wet rocks or tree trunks in dense forests; 100-900 m (in Taiwan). Guangdong, Guangxi, Guizhou, Hainan, Hunan, Sichuan, Taiwan, Yunnan [India, Japan, Malesia; Africa, Madagascar, Pacific islands (Melanesia, Micronesia, Polynesia)].
250098244 | 厚边蕨 hou bian jue 
250098244 | Trichomanes humile G. Forster, Fl. Ins. Austr. 8: 84. 1786; Crepidophyllum humile (G. Forster) C. F. Reed; Crepidopteris humilis (G. Forster) Copeland; Reediella humilis (G. Forster) Pichi Sermolli.
250098244 | Plants 2-8 cm tall. Rhizome dark brown, ca. 0.4 mm in diam., densely covered with short hairs. Stipes remote, 1-2 cm apart, light brown, slender, 4-10 cm × 0.3-0.5 mm, with dark brownish short hairs in lower part, winged in upper part. Rachis dark brown, winged throughout, with sparse brown short hairs, hairs caducous. Rachis and costa slightly zigzag. Lamina bipinnatifid, ovate to ovate-lanceolate, 2-7 × 1.5-2 cm, base cuneate or subcordate, apex obtuse; pinnae 5-10 pairs, closely spaced, alternate, sessile, oblong-ovate, 8-12 × 3.5-6 mm, base unequally cuneate, apex obtuse; ultimate segments oblong to linear, 1.5-3.5 × 1-1.2 mm, decurrent to costa and rachis forming wings, slightly crisped, simple or rarely forked, with a single veinlet, apex rounded to obtuse. Veins dichotomous, slightly raised on each surface, dark brown, with sparse brown short hairs, hairs caducous. Sori on upper parts of frond, apical on short acroscopic segments; involucres tubular, ca. 2 × 0.5 mm, winged, lobes not constricted below base of involucre; mouth broadly dilated, nearly circular as seen from above; receptacles projecting, ca. 4 mm, slender. 2n = 72.
250098244 | On moss-covered rocks in forests; near sea level to 300 m. E and S Taiwan [Indonesia, Japan (Ryukyu Islands), Malaysia, Philippines, Thailand; Pacific islands (Melanesia, Micronesia, Polynesia)].
242315367 | 柯氏假脉蕨 ke shi jia mai jue 
242315367 | Trichomanes kurzii Beddome, Ferns Brit. India, t. 286. 1868; Crepidomanes nanophyllum Tagawa.
242315367 | Rhizome long creeping, irregularly branching, filiform, ca. 0.1 mm in diam., with dense blackish hairs. Stipe greenish, dark at base, up to 3 mm, winged nearly to base. Rachis winged throughout, wings of lower portion up to 0.2 mm wide, entire, flat, broader in upper portion. Fronds pinnate-bipinnatifid, oblong to oblong-lanceolate, up to 1.5 cm × 6 mm, base cuneate, apex rounded; lateral pinnae simple or 2-forked, or extremely large ones with 3 or 4 lobes; simple pinnae or ultimate segments elongate, sometimes up to 5 × ca. 0.7 mm, margin entire and flat, apex acute; surface clathrate, pale bluish green, thin in texture; submarginal false veinlets continuous, with a single row of normal cells outside these. Sori at apex of ultimate segments, often gathered at apical portion of frond; involucres tuberous with dilated mouth, ca. 1.2 mm, up to 1 mm wide in pressed specimens; mouth dilated and with very narrow lips; receptacles projecting.
242315367 | Epilithic on wet rocks often along streams in dense dark forests; 100-500 m. Hong Kong, Taiwan [India (including Andaman Islands), Japan (Ryukyu Islands), Malaysia, Myanmar, Papua New Guinea, Philippines, Sri Lanka, Thailand; Australia (NE Queensland), Pacific islands (Fiji, New Caledonia)].
200003089 | 长柄假脉蕨 chang bing jia mai jue 
200003089 | Didymoglossum latealatum Bosch, Ned. Kruidk. Arch. 5: 138. 1863; Crepidomanes chui Ching & P. S. Chiu ["chiuii"]; C. insigne (Bosch) Fu; C. makinoi (C. Christensen) Copeland; C. omeiense Ching & P. S. Chiu; C. paucinervium Ching; C. plicatum (Bosch) Ching; C. racemulosum (Bosch) Ching; C. smithiae Ching; C. tagawanum K. Iwatsuki; C. tiendongense Ching & C. F. Zhang; C. yunnanense Ching & P. S. Chiu; D. insigne Bosch; D. plicatum Bosch; D. racemulosum Bosch; Trichomanes acutilobum Ching; T. acutum Makino ex Christ (1892), not C. Presl (1843); T. bipunctatum Poiret var. insigne (Bosch) Beddome; T. bipunctatum var. latealatum (Bosch) C. B. Clarke; T. bipunctatum var. plicatum (Bosch) Beddome; T. insigne (Bosch) Beddome; T. latealatum (Bosch) Christ; T. makinoi C. Christensen.
200003089 | Plants 2-14 cm tall. Rhizome dark brown, 0.5-1.2 mm in diam., densely covered with dark brown short hairs, irregularly branching. Stipes remote, 0.8-5 cm apart, dark brown or green-brown, 0.5-3 cm × ca. 0.5 mm, wingless or winged throughout, wings usually ciliate. Rachis and costae light brown to light black or dark green, winged throughout, slightly zigzag, glabrous. Lamina bipinnate to tripinnatifid, ovate to oblong or triangular, 2-10 × 1-5 cm, membranous, glabrous, base cuneate to subcordate, apex acuminate to obtuse; pinnae 5-12 pairs, closely spaced or slightly imbricate to neighboring ones, alternate, sessile, ovate to oblong-lanceolate or triangular-ovate, 0.5-3 cm × 4-18 mm, base unequally cuneate, margin parted, apex obtuse; ultimate segments closely spaced, linear to lanceolate or broadly cuneate, 1-5 × 0.4-3.5 mm, margin entire, somewhat crisped, apex obtuse to acuminate. Veins dichotomous, obviously raised on each surface, dark brown, light black, or green, glabrous. Sori on upper parts of frond, apical on short acroscopic segments, 1-6 per pinna; involucres tubular, elliptic, or obconic, 1.5-2 × 0.5-1 mm, acute at apex, winged or wingless, dilated at mouth, lobed to 1/3, lips triangular or broadly circular; receptacles projecting, brown, 2-3 mm.
