"id"|"SPECIES"|"ADDRESS"|"SOURCE"
2463|"Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  "|",,Jiangxi,Ruichang City,Quingshan                                                                                                                                                                                                                             "|"GBIF      "
2464|"Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  "|",,Sichuan,Pengzhau City,Yingchanggou                                                                                                                                                                                                                          "|"GBIF      "
2465|"Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  "|",,Hunan,,Nanyue Hengshan reservation martyry                                                                                                                                                                                                                  "|"GBIF      "
2466|"Cryptotaenia canadensis                                                                                                                                                                                                                                       "|"North America,USA,Connecticut,New Haven County,North Guilford                                                                                                                                                                                                 "|"GBIF      "
2467|"Cryptotaenia canadensis (L.) DC.                                                                                                                                                                                                                              "|"North and Central America,US,Alabama,Saint Clair,4 mi SW of Gallant. Along Little Canoe Creek off of County Rd 44. T12S R4E S31                                                                                                                               "|"GBIF      "
2468|"Cryptotaenia canadensis                                                                                                                                                                                                                                       "|",Canada,Québec,,Comté d'Arthabaska, Arthabaska                                                                                                                                                                                                              "|"GBIF      "
2469|"Cryptotaenia canadensis                                                                                                                                                                                                                                       "|",Canada,Québec,,Comté de Portneuf, Deschambault station                                                                                                                                                                                                     "|"GBIF      "
2470|"Cryptotaenia canadensis (L.) DC.                                                                                                                                                                                                                              "|"North America,U.S.A.,Wisconsin,Kenosha,                                                                                                                                                                                                                       "|"GBIF      "
2471|"Cryptotaenia canadensis (L.) DC.                                                                                                                                                                                                                              "|"North America,U.S.A.,Illinois,Cook,Chicago                                                                                                                                                                                                                    "|"GBIF      "
2472|"Cryptotaenia canadensis                                                                                                                                                                                                                                       "|"North America,USA,Nebraska,Dodge,Scribner, 4 mi N                                                                                                                                                                                                             "|"GBIF      "
2473|"Cryptotaenia canadensis                                                                                                                                                                                                                                       "|",Japan,,,Honshu, Tohoku Distr., Fukushima Pref., Aidzuwakamatsu-shi, Odayama.                                                                                                                                                                                 "|"GBIF      "
2474|"Cryptotaenia japonica                                                                                                                                                                                                                                         "|",Japan,Saitama,Hiki-gun Ogawamachi,Kamifurutera                                                                                                                                                                                                               "|"GBIF      "
2475|"Cryptotaenia japonica                                                                                                                                                                                                                                         "|",Japan,Saitama,Hiki-gun Tamagawamura,Gomyo                                                                                                                                                                                                                    "|"GBIF      "
2476|"Cryptotaenia canadensis (L.) DC.                                                                                                                                                                                                                              "|"North America,Canada,Ontario,,Rouge River, floodplains and flanking slopes, from confluence of Little Rouge and Rouge Rivers, S to Lake Ontario                                                                                                               "|"GBIF      "
2477|"Cryptotaenia japonica                                                                                                                                                                                                                                         "|",Japan,Kanagawa Prefecture,Sagamihara-shi,Unomori                                                                                                                                                                                                             "|"GBIF      "
2478|"Cryptotaenia japonica                                                                                                                                                                                                                                         "|",Japan,Kanagawa Prefecture,Ashigarakami-gun, Yamakita-machi,                                                                                                                                                                                                  "|"GBIF      "
2479|"Cryptotaenia japonica                                                                                                                                                                                                                                         "|",Japan,Kanagawa Prefecture,Yokohama-shi, Asahi-ku,Kamishirane                                                                                                                                                                                                 "|"GBIF      "
2480|"Cryptotaenia canadensis                                                                                                                                                                                                                                       "|"North America,USA,Kansas,Doniphan,Iowa Point, 1 mi SE                                                                                                                                                                                                         "|"GBIF      "
2481|"Cryptotaenia canadensis                                                                                                                                                                                                                                       "|"North America,USA,Kansas,Labette,Parsons, 4 mi S, 1 mi E                                                                                                                                                                                                      "|"GBIF      "
2482|"Cryptotaenia canadensis                                                                                                                                                                                                                                       "|"North America,USA,Kansas,Atchison,Atchison County State Lake                                                                                                                                                                                                  "|"GBIF      "
2483|"Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  "|",Japan,Hyogo,,Yabu-gun, Ohya-cho, Oosugi, Ninomiya Shrine.                                                                                                                                                                                                    "|"GBIF      "
2484|"Cryptotaenia canadensis (L.) DC.                                                                                                                                                                                                                              "|",USA,,bath,Site 25. Stulltown Road, 0.25-0.5 mile E of Hope.                                                                                                                                                                                                  "|"GBIF      "
2485|"Cryptotaenia canadensis (L.) DC.                                                                                                                                                                                                                              "|",USA,,Du Page,                                                                                                                                                                                                                                                "|"GBIF      "
2486|"Cryptotaenia canadensis (L.) DC.                                                                                                                                                                                                                              "|",USA,,Chickasaw,                                                                                                                                                                                                                                              "|"GBIF      "
2487|"Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  "|",Taiwan,TAIWAN,ILAN HSIEN,                                                                                                                                                                                                                                    "|"GBIF      "
2488|"Cryptotaenia japonica                                                                                                                                                                                                                                         "|",Japan,Gunma,Agatsuma-gun,Sugao Pass                                                                                                                                                                                                                          "|"GBIF      "
2489|"Cryptotaenia canadensis (L.) DC.                                                                                                                                                                                                                              "|"North and Central America,US,Alabama,Dallas,Cunningham Bluff, on east shore of Alabama River, 2 3/4 miles N of Tyler, T 16 N, R 12 E, Sec. 9                                                                                                                  "|"GBIF      "
2490|"Cryptotaenia japonica                                                                                                                                                                                                                                         "|",Japan,Saitama,Hiki-gun Tokigawamura,Nishidaira                                                                                                                                                                                                               "|"GBIF      "
2491|"Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  "|",Japan,Hyogo,Kami-cho Muraoka-ku,Yamada Valley                                                                                                                                                                                                                "|"GBIF      "
2492|"Cryptotaenia canadensis                                                                                                                                                                                                                                       "|"North America,USA,Maryland,Baltimore,At Cromwell Bridge Road and Glen Arm Road, N of Towson                                                                                                                                                                   "|"GBIF      "
2493|"Cryptotaenia canadensis                                                                                                                                                                                                                                       "|"North America,USA,Maryland,Harford,Deer Creek State Park, Rocks                                                                                                                                                                                               "|"GBIF      "
2494|"Cryptotaenia canadensis (L.) DC.                                                                                                                                                                                                                              "|"North America,U.S.A.,Illinois,Cook,Riverside                                                                                                                                                                                                                  "|"GBIF      "
2495|"Cryptotaenia canadensis (L.) DC.                                                                                                                                                                                                                              "|"North America,U.S.A.,Illinois,Cook,Riverside                                                                                                                                                                                                                  "|"GBIF      "
2496|"Cryptotaenia canadensis                                                                                                                                                                                                                                       "|",Canada,Québec,,Montréal, St-Léonard, bois Dagenais                                                                                                                                                                                                        "|"GBIF      "
2497|"Cryptotaenia canadensis                                                                                                                                                                                                                                       "|",Canada,Québec,,Laval-des-Rapides                                                                                                                                                                                                                            "|"GBIF      "
2498|"Cryptotaenia canadensis                                                                                                                                                                                                                                       "|",Canada,Québec,,Comté de Chambly, Longueuil                                                                                                                                                                                                                 "|"GBIF      "
2499|"Cryptotaenia canadensis (L.) DC.                                                                                                                                                                                                                              "|"North America,Canada,Ontario,,Town of Milton, Halton Forest South ANSI, 4 km SE of Campbellville, extensive escarpment bedrock plain and escarpment slope                                                                                                     "|"GBIF      "
2500|"Cryptotaenia canadensis (L.) DC.                                                                                                                                                                                                                              "|",Canada,Ontario,,Lambton Mills                                                                                                                                                                                                                                "|"GBIF      "
2501|"Cryptotaenia canadensis                                                                                                                                                                                                                                       "|"North America,USA,Connecticut,Hartford County,Suffield                                                                                                                                                                                                        "|"GBIF      "
2502|"Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  "|",,Hubei,Hefeng County,Zouma Forestry Centre                                                                                                                                                                                                                   "|"GBIF      "
2503|"Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  "|",,Hunan,,Nanyue Hengshan reservation Banshanting                                                                                                                                                                                                              "|"GBIF      "
2504|"                                                                                                                                                                                                                                                              "|",,Sichuan,Rongjing County,Nibashan Forestry centre                                                                                                                                                                                                            "|"GBIF      "
2505|"Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  "|",TAIWAN (R.O.C),,,TaipingshanTatung Hsiang, Taiwan                                                                                                                                                                                                            "|"GBIF      "
2506|"Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  "|",Japan,Kanagawa,Atsugi-shi,                                                                                                                                                                                                                                   "|"GBIF      "
2507|"Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  "|",Japan,Hyogo,Kawanishi-shi, Mt. Myokensan,                                                                                                                                                                                                                    "|"GBIF      "
2508|"Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  "|",CHN,,,                                                                                                                                                                                                                                                       "|"GBIF      "
2509|"Cryptotaenia calycina                                                                                                                                                                                                                                         "|",Tanzania,,,Morogoro district. S. Uluguru Forest reserve, Edge of Lukwangule Plateau, Uluguru Mts.                                                                                                                                                            "|"GBIF      "
2510|"Cryptotaenia canadensis (L.) DC.                                                                                                                                                                                                                              "|"North America,United States of America,New York,Bronx Co.,City of New York, grounds of The New York Botanical Garden, E of the Bronx River and N of Waring Ave                                                                                                "|"GBIF      "
2511|"Cryptotaenia canadensis (L.) DC.                                                                                                                                                                                                                              "|",United States,Maryland,Prince Georges,Suitland Parkway, N of Henson Creek SW of intersection of Suitland Parkway and Suitland Road                                                                                                                           "|"GBIF      "
2512|"Cryptotaenia africana Drude                                                                                                                                                                                                                                   "|",Ethiopia,,,                                                                                                                                                                                                                                                  "|"GBIF      "
2513|"Cryptotaenia canadensis (L.) DC.                                                                                                                                                                                                                              "|"North America,United States,Missouri,Newton,Shaded ground along margin of brook.                                                                                                                                                                              "|"GBIF      "
2514|"Cryptotaenia canadensis (L.) DC.                                                                                                                                                                                                                              "|"North America,United States,Missouri,Stoddard,Otter Slough low wet woods, a strip between a levee and a field, just E of gravel road                                                                                                                          "|"GBIF      "
2515|"Cryptotaenia canadensis (L.) DC.                                                                                                                                                                                                                              "|"North America,United States,Missouri,Madison,Blue Mountain, PNFS #15, just S of the town of Silver Mine along County Road D                                                                                                                                   "|"GBIF      "
2516|"Cryptotaenia japonica                                                                                                                                                                                                                                         "|",Japan,Okayama,Shoo-cho,                                                                                                                                                                                                                                      "|"GBIF      "
2517|"Cryptotaenia canadensis (L.) DC.                                                                                                                                                                                                                              "|",US,Maryland,Baltimore County,Cromwell Bridge Road and Glen Arm Road                                                                                                                                                                                          "|"GBIF      "
2518|"Cryptotaenia canadensis                                                                                                                                                                                                                                       "|"North America,USA,Connecticut,New London County,Franklin                                                                                                                                                                                                      "|"GBIF      "
2519|"Cryptotaenia elegans Webb ex Bolle                                                                                                                                                                                                                            "|",Spanien,,,Taganana-Tunnel, Südseite                                                                                                                                                                                                                         "|"GBIF      "
2520|"Cryptotaenia canadensis (L.) DC.                                                                                                                                                                                                                              "|",United States,Missouri,Gasconade,Along dirt track and road from e side of Gasconade Bridge, n to jct of Gasconade & Missouri Rivers, ca. 9 mi sw of Hermann. In shaded areas along creek.                                                                    "|"GBIF      "
2521|"Cryptotaenia canadensis                                                                                                                                                                                                                                       "|"North America,Canada,Québec,,Chambly-Bassin: Bois Beaudin                                                                                                                                                                                                    "|"GBIF      "
2522|"Cryptotaenia canadensis                                                                                                                                                                                                                                       "|"North America,Canada,Québec,,Saint-Hilaire                                                                                                                                                                                                                   "|"GBIF      "
2523|"Cryptotaenia canadensis                                                                                                                                                                                                                                       "|"North America,USA,Kansas,Doniphan,White Cloud, 1.7 mi NW                                                                                                                                                                                                      "|"GBIF      "
2524|"Cryptotaenia canadensis (L.) DC.                                                                                                                                                                                                                              "|",USA,,woodford,Kirwin gift property to Nature Conservancy, just W of and adjacent to water pumping plant, on southwest facing Kentucky River bluffs, about 6 miles southwest of Versailles off US 62 via Shryock Ferry Rd.                                    "|"GBIF      "
2525|"Cryptotaenia canadensis (L.) DC.                                                                                                                                                                                                                              "|",USA,,boyle,                                                                                                                                                                                                                                                  "|"GBIF      "
2526|"                                                                                                                                                                                                                                                              "|",USA,,Roane,Chickamauga Ls. 0.5 miles east of TN 58, 4.3 miles south of Fairview:  Spiers Trailer                                                                                                                                                             "|"GBIF      "
2527|"Cryptotaenia canadensis (L.) DC.                                                                                                                                                                                                                              "|",USA,,Burke,                                                                                                                                                                                                                                                  "|"GBIF      "
2528|"Cryptotaenia canadensis (L.) DC.                                                                                                                                                                                                                              "|",USA,,West Baton Rouge,                                                                                                                                                                                                                                       "|"GBIF      "
2529|"Cryptotaenia canadensis (L.) DC.                                                                                                                                                                                                                              "|",United States,North Carolina,Halifax,Along edge of Roanoke River floodplain, just E of US Hwy 301, 0.4 mi S of junction with SR 1150.                                                                                                                        "|"GBIF      "
2530|"Cryptotaenia canadensis (L.) DC.                                                                                                                                                                                                                              "|"North America,USA,Louisiana,West Feliciana Parish,unspecified                                                                                                                                                                                                 "|"GBIF      "
2531|"Cryptotaenia canadensis (L.) DC.                                                                                                                                                                                                                              "|"North America,USA,Mississippi,Tate County,unspecified                                                                                                                                                                                                         "|"GBIF      "
2532|"Cryptotaenia japonica                                                                                                                                                                                                                                         "|",Japan,Kanagawa Prefecture,Tsukui-gun, Tsukui-machi,                                                                                                                                                                                                          "|"GBIF      "
2533|"Cryptotaenia japonica                                                                                                                                                                                                                                         "|",Japan,Kanagawa Prefecture,Yokohama-shi, Midori-ku,Niiharu-cho                                                                                                                                                                                                "|"GBIF      "
2534|"Cryptotaenia canadensis                                                                                                                                                                                                                                       "|",Japan,Iwate,Hachimantai-shi,                                                                                                                                                                                                                                 "|"GBIF      "
2535|"Cryptotaenia japonica                                                                                                                                                                                                                                         "|",Japan,Okayama,Funao-cho,                                                                                                                                                                                                                                     "|"GBIF      "
2536|"Cryptotaenia japonica                                                                                                                                                                                                                                         "|",Japan,Nara,Yamabe-gun Yamazoemura,                                                                                                                                                                                                                           "|"GBIF      "
2537|"Cryptotaenia canadensis                                                                                                                                                                                                                                       "|",New Zealand,,,Travis [Wetlands, Christchurch]                                                                                                                                                                                                                "|"GBIF      "
2538|"Cryptotaenia canadensis                                                                                                                                                                                                                                       "|"North America,Canada,Québec,,Saint-Grégoire: Grand-bois de Saint-Grégoire, terrain à l'extrémité de la rue Dandurand.                                                                                                                                   "|"GBIF      "
2539|"Cryptotaenia canadensis                                                                                                                                                                                                                                       "|",Japan,Fukushima,Sohma-shi,Tamano, Kokuyuurin, Mt. Ryouzen.                                                                                                                                                                                                   "|"GBIF      "
2540|"Cryptotaenia japonica                                                                                                                                                                                                                                         "|",Japan,Ibaraki,Iwai-shi,                                                                                                                                                                                                                                      "|"GBIF      "
2541|"Cryptotaenia canadensis (L.) DC.                                                                                                                                                                                                                              "|"North America,U.S.A.,Illinois,,                                                                                                                                                                                                                               "|"GBIF      "
2542|"Cryptotaenia canadensis (L.) DC.                                                                                                                                                                                                                              "|"North America,U.S.A.,Illinois,DuPage,                                                                                                                                                                                                                         "|"GBIF      "
2543|"Cryptotaenia canadensis                                                                                                                                                                                                                                       "|",Canada,Québec,,Municipalité Régionale de Comté de Lotbinière, municipalité de paroisse de Sainte-Croix; rue Hamel, 550 mètres à l'ouest du ruisseau Barbin.                                                                                          "|"GBIF      "
2544|"Cryptotaenia canadensis                                                                                                                                                                                                                                       "|",Canada,Québec,,Comté de Montmorency, Sainte-Anne-de-Beaupré                                                                                                                                                                                               "|"GBIF      "
2545|"Cryptotaenia canadensis                                                                                                                                                                                                                                       "|",Canada,Québec,,Laval-des-Rapides                                                                                                                                                                                                                            "|"GBIF      "
2546|"Cryptotaenia canadensis                                                                                                                                                                                                                                       "|",Canada,Québec,,Montréal.  Bois des Sulpiciens                                                                                                                                                                                                              "|"GBIF      "
2547|"Cryptotaenia africana Drude                                                                                                                                                                                                                                   "|",Ethiopia,,,                                                                                                                                                                                                                                                  "|"GBIF      "
